<hes>	a:6
heung3jyu6	h 9: N3 dz y:6
heung3wong5	h 9: N3 w O: N5
ha6	h a:6
haak3chan1	h a: k3 ts 6 n1
haak3yan4	h a: k3 j 6 n4
ha6dak1	h a:6 d 6 k1
haak3sei2	h a: k3 s ej2
leui5jai2	l 9y5 dz 6j2
leui5dung6ban1	l 9y5 d u: N6 b 6 n1
leui5yim6	l 9y5 j i: m6
ma3	m a:3
gwan1	gw 6 n1
gwan1gwan1	gw 6 n1 gw 6 n1
gwan1leui5	gw 6 n1 l 9y5
gwan1je2	gw 6 n1 dz E:2
tan1	t 6 n1
tan1ye5	t 6 n1 j E:5
yam4yam4cham4cham4	j 6 m4 j 6 m4 ts 6 m4 ts 6 m4
yam4cham4	j 6 m4 ts 6 m4
fai6	f 6j6
ba1	b a:1
deun1	d 9: n1
ham4	h 6 m4
ham4go1	h 6 m4 g O:1
ham4leung6	h 6 m4 l 9: N6
teng1	t E: N1
teng1yat1teng1	t E: N1 j 6 t1 t E: N1
teng1ha5	t E: N1 h a:5
teng1ha5go1	t E: N1 h a:5 g O:1
teng1ha5ye5	t E: N1 h a:5 j E:5
teng1yan4	t E: N1 j 6 n4
teng1lei5gam2gong2	t E: N1 l ej5 g 6 m2 g O: N2
teng1kei4ji6yin4	t E: N1 k ej4 dz i:6 j i: n4
teng1se2	t E: N1 s E:2
teng1dou2	t E: N1 d ow2
teng3dou3mei6	t E: N3 d ow3 m ej6
teng1lik6	t E: N1 l i: k6
teng1m4	t E: N1 m4
teng1m4cheut1	t E: N1 m4 ts 9: t1
teng1m4dou3	t E: N1 m4 d ow3
teng1m4teng1	t E: N1 m4 t E: N1
teng1m4ting3dou3	t E: N1 m4 t i: N3 d ow3
teng1m4teng1dak1	t E: N1 m4 t E: N1 d 6 k1
teng1m4teng1dak1dou3	t E: N1 m4 t E: N1 d 6 k1 d ow3
teng1m4teng1dak1ming4	t E: N1 m4 t E: N1 d 6 k1 m i: N4
teng1m4teng1dak1ching1	t E: N1 m4 t E: N1 d 6 k1 ts i: N1
teng1m4ting3gin3	t E: N1 m4 t i: N3 g i: n3
teng1m4teng1wa2	t E: N1 m4 t E: N1 w a:2
teng1m4ming4	t E: N1 m4 m i: N4
teng1m4cheng1	t E: N1 m4 ts E: N1
teng1m4ching1cho2	t E: N1 m4 ts i: N1 ts O:2
teng1m4ching1jai6	t E: N1 m4 ts i: N1 dz 6j6
teng1m4gin3	t E: N1 m4 g i: n3
teng1di3	t E: N1 d i:3
teng1tin1yau4ming6	t E: N1 t i: n1 j 6w4 m i: N6
teng1lin2	t E: N1 l i: n2
teng1dak1	t E: N1 d 6 k1
teng1dak1cheut1	t E: N1 d 6 k1 ts 9: t1
teng1dak1dou3	t E: N1 d 6 k1 d ow3
teng1dak1ting1dou2	t E: N1 d 6 k1 t i: N1 d ow2
teng1dak1dung2	t E: N1 d 6 k1 d u: N2
teng1dak1ming4	t E: N1 d 6 k1 m i: N4
teng1dak1ching1	t E: N1 d 6 k1 ts i: N1
teng1dak1ching1cho2	t E: N1 d 6 k1 ts i: N1 ts O:2
teng1dak1gin3	t E: N1 d 6 k1 g i: n3
teng1o5gong2	t E: N1 O:5 g O: N2
ting1yat6	t i: N1 j 6 t6
teng1jou2	t E: N1 dz ow2
ting1maan5	t i: N1 m a: n5
ting1maan5hak1	t i: N1 m a: n5 h 6 k1
ting1jiu1	t i: N1 dz iw1
ting1jiu1jou2	t i: N1 dz iw1 dz ow2
teng1mei6ting3dou3	t E: N1 m ej6 t i: N3 d ow3
teng1go1	t E: N1 g O:1
teng1tung2	t E: N1 t u: N2
ting3gin3	t i: N3 g i: n3
teng1gong2	t E: N1 g O: N2
teng1gong2wa2	t E: N1 g O: N2 w a:2
teng1wa6	t E: N1 w a:6
teng1cho3	t E: N1 ts O:3
teng1man4	t E: N1 m 6 n4
hong4	h O: N4
syun5syun5	s y: n5 s y: n5
kai2dung6	k 6j2 d u: N6
m4	m4
m4chyun1	m4 ts y: n1
m4	m4
m4ging1	m4 g i: N1
m4kei4lung4	m4 k ej4 l u: N4
m4jau1	m4 dz 6w1
m4cheun1lou6	m4 ts 9: n1 l ow6
m4chyun1	m4 ts y: n1
m4hou6ming4	m4 h ow6 m i: N4
m4ching1	m4 ts i: N1
m4san4gwan1	m4 s 6 n4 gw 6 n1
m4seun6gwan1	m4 s 9: n6 gw 6 n1
chaau2	ts a:w2
chaau2gaau1	ts a:w2 g a:w1
chaau2jyu6	ts a:w2 dz y:6
chaau2dou3	ts a:w2 d ow3
chaau2m4chaau2	ts a:w2 m4 ts a:w2
chaau2m4chaau2sing2	ts a:w2 m4 ts a:w2 s i: N2
chaau2sing2	ts a:w2 s i: N2
kap1	k 6 p1
kap1ha3	k 6 p1 h a:3
kap1mei6	k 6 p1 m ej6
kap1yan5	k 6 p1 j 6 n5
kap1sau1	k 6 p1 s 6w1
kap1hyut3gwai2	k 6 p1 h y: t3 gw 6j2
cheui1	ts 9y1
cheui1ha2	ts 9y1 h a:2
cheui1ha2seui2	ts 9y1 h a:2 s 9y2
cheui1dou3	ts 9y1 d ow3
cheui1cheui1	ts 9y1 ts 9y1
cheui1cheui1seui2	ts 9y1 ts 9y1 s 9y2
cheui1dak1heung2	ts 9y1 d 6 k1 h 9: N2
cheui1seui2	ts 9y1 s 9y2
cheui1bo1bo1	ts 9y1 b O:1 b O:1
cheui1go3	ts 9y1 g O:3
cheui1fung1	ts 9y1 f u: N1
cheui1gai1	ts 9y1 g 6j1
man5	m 6 n5
hung1ha2	h u: N1 h a:2
a1	a:1
a4a4wu1	a:4 a:4 w u:1
ak1	6 k1
aak1	a: k1
aak1yan4	a: k1 j 6 n4
aak1ching1	a: k1 ts i: N1
aak1chin2	a: k1 ts i: n2
gou3	g ow3
gou3faat3	g ow3 f a: t3
gou3sou3	g ow3 s ow3
laap6	l a: p6
tan1	t 6 n1
taai5	t a:j5
au2	6w2
au1hyut3	6w1 h y: t3
baai6	b a:j6
yun4gung1	j y: n4 g u: N1
yun4gung1sau2chaak3	j y: n4 g u: N1 s 6w2 ts a: k3
yun4chyun1	j y: n4 ts y: n1
ni1	n i:1
ne1yat1di1	n E:1 j 6 t1 d i:1
le1yat1dou6	l E:1 j 6 t1 d ow6
le1yat1paai4	l E:1 j 6 t1 p a:j4
le1yat1bin1	l E:1 j 6 t1 b i: n1
ne1yat1pou3	n E:1 j 6 t1 p ow3
le1ha2	l E:1 h a:2
le1sai3	l E:1 s 6j3
le1go3	l E:1 g O:3
lei1hak1	l ej1 h 6 k1
le1jik1	l E:1 dz i: k1
le1di1	l E:1 d i:1
ni1di1naam4yan2	n i:1 d i:1 n a: m4 j 6 n2
le1chyu6	l E:1 ts y:6
le1tau4	l E:1 t 6w4
le1dou6	l E:1 d ow6
le1paai4	l E:1 p a:j4
ni1tiu4sin3	n i:1 t iw4 s i: n3
le1yeung2	l E:1 j 9: N2
le1yeung6ye5	l E:1 j 9: N6 j E:5
le1chi3	l E:1 ts i:3
le1leun4	l E:1 l 9: n4
le4bin1	l E:4 b i: n1
le1min2	l E:1 m i: n2
yau1	j 6w1
jau1	dz 6w1
jau1yat1	dz 6w1 j 6 t1
jau1lai6si1	dz 6w1 l 6j6 s i:1
jau1leung6	dz 6w1 l 9: N6
jau1wai5	dz 6w1 w 6j5
jau1baak3	dz 6w1 b a: k3
jau1baak3tung1	dz 6w1 b a: k3 t u: N1
jau1luk6	dz 6w1 l u: k6
jau1yung5	dz 6w1 j y: N5
jau1wa4	dz 6w1 w a:4
jau1wai4	dz 6w1 w 6j4
jau1siu2je2	dz 6w1 s iw2 dz E:2
jau1siu2hou4	dz 6w1 s iw2 h ow4
jau1hong6	dz 6w1 h O: N6
jau1lin4	dz 6w1 l i: n4
jau1jong1	dz 6w1 dz O: N1
jau1yi4tung4	dz 6w1 j i:4 t u: N4
jau1wai6hou4	dz 6w1 w 6j6 h ow4
jau1yat6	dz 6w1 j 6 t6
jau1sing1chi4	dz 6w1 s i: N1 ts i:4
jau1kei4sing3	dz 6w1 k ej4 s i: N3
jau1mut6	dz 6w1 m u: t6
jau1paak3	dz 6w1 p a: k3
jau1paak3hou4	dz 6w1 p a: k3 h ow4
jau1hoi2jan1	dz 6w1 h O:j2 dz 6 n1
jau1saang1	dz 6w1 s a: N1
jau1hou6	dz 6w1 h ow6
jau1ging1lei5	dz 6w1 g i: N1 l ej5
jau1yiu6fai1	dz 6w1 j iw6 f 6j1
jau1yin4	dz 6w1 j i: n4
jau1cheung4	dz 6w1 ts 9: N4
jau1gwai3jan1	dz 6w1 gw 6j3 dz 6 n1
jau1san1	dz 6w1 s 6 n1
jau1bin1	dz 6w1 b i: n1
jau1mun4	dz 6w1 m u: n4
jau1haak1	dz 6w1 h a: k1
jau1haak1aap3	dz 6w1 h a: k1 a: p3
gu1	g u:1
gwa1gwa1chaau2	gw a:1 gw a:1 ts a:w2
gwa1gwa1chou4	gw a:1 gw a:1 ts ow4
mei6	m ej6
mei6dou6	m ej6 d ow6
ho1	h O:1
ho1ho1	h O:1 h O:1
haap3	h a: p3
haap3chou3	h a: p3 ts ow3
pei1	p ej1
san1	s 6 n1
fu1giu3	f u:1 g iw3
fu1kap1	f u:1 k 6 p1
fu1kap1gun2	f u:1 k 6 p1 g u: n2
fu1kap1dou6	f u:1 k 6 p1 d ow6
ming6	m i: N6
ming6jung3leut2	m i: N6 dz u: N3 l 9: t2
ming6jai2	m i: N6 dz 6j2
ming6seui2	m i: N6 s 9y2
ming6wan6	m i: N6 w 6 n6
keui1	k 9y1
gam3	g 6 m3
gam2	g 6 m2
gam2ga3na4	g 6 m2 g a:3 n a:4
gam2ga3yeung2	g 6 m2 g a:3 j 9: N2
gam3me1	g 6 m3 m E:1
gam3mai4	g 6 m3 m 6j4
gam2ge3	g 6 m2 g E:3
gam2ge3yeung2	g 6 m2 g E:3 j 9: N2
gam3do1	g 6 m3 d O:1
gam3do1si6	g 6 m3 d O:1 s i:6
gam3ye6	g 6 m3 j E:6
gam3peng4	g 6 m3 p E: N4
gam2yeung2	g 6 m2 j 9: N2
gam2jai6	g 6 m2 dz 6j6
gam3fei4	g 6 m3 f ej4
gam3yiu3	g 6 m3 j iw3
gam3gwai2cha1	g 6 m3 gw 6j2 ts a:1
gam3gwai2maang5	g 6 m3 gw 6j2 m a: N5
gam3gwai2yun5	g 6 m3 gw 6j2 j y: n5
ja1	dz a:1
ja1ja1	dz a:1 dz a:1
ja1ja1ha2	dz a:1 dz a:1 h a:2
ja6ja6lam4	dz a:6 dz a:6 l 6 m4
ja1ja1seng1	dz a:1 dz a:1 s E: N1
wo4	w O:4
wo4jung1	w O:4 dz u: N1
wo4hing1	w O:4 h i: N1
wo4seung2	w O:4 s 9: N2
wo4haai4hou2	w O:4 h a:j4 h ow2
wing6ji1	w i: N6 dz i:1
ka1	k a:1
gu1gu1	g u:1 g u:1
gu1lou1	g u:1 l ow1
ga3	g a:3
ga3fe1	g a:3 f E:1
ga3fe1teng1	g a:3 f E:1 t E: N1
ga3lei1gai1	g a:3 l ej1 g 6j1
jo2	dz O:2
yi2	j i:2
le1	l E:1
ji1seun1	dz i:1 s 9: n1
me1	m E:1
me1m4me1	m E:1 m4 m E:1
me1wui4si6	m E:1 w u:j4 s i:6
me1ye5	m E:1 j E:5
me1gwai2	m E:1 gw 6j2
mai6	m 6j6
mi1	m i:1
mai5jyu6	m 6j5 dz y:6
mai6hai6	m 6j6 h 6j6
mai6hai6mai6hai6	m 6j6 h 6j6 m 6j6 h 6j6
aau5	a:w5
aau5ha6	a:w5 h a:6
aau5lei5	a:w5 l ej5
kaat1lai4	k a: t1 l 6j4
lo1	l O:1
lo2gan2	l O:2 g 6 n2
kat1	k 6 t1
kat1ha2	k 6 t1 h a:2
kat1sau3	k 6 t1 s 6w3
haam4	h a: m4
haam4seui2	h a: m4 s 9y2
haam4seui2hoi2	h a: m4 s 9y2 h O:j2
haam4seui2yu2	h a: m4 s 9y2 j y:2
haam4sap1	h a: m4 s 6 p1
haam4syun1	h a: m4 s y: n1
haam4syun1choi3	h a: m4 s y: n1 ts O:j3
haam4beng2gon1	h a: m4 b E: N2 g O: n1
haam4yu2	h a: m4 j y:2
haam4yu2jai2	h a: m4 j y:2 dz 6j2
haam4aap3daan2	h a: m4 a: p3 d a: n2
yin1hau4yim4	j i: n1 h 6w4 j i: m4
yi1	j i:1
yi1a1	j i:1 a:1
yi1yi1o6o6	j i:1 j i:1 O:6 O:6
oi1	O:j1
ban2	b 6 n2
ban2seut6	b 6 n2 s 9: t6
ban2paai4	b 6 n2 p a:j4
ban2paai4teui1gong2	b 6 n2 p a:j4 t 9y1 g O: N2
ban2paai4ying4siu1	b 6 n2 p a:j4 j i: N4 s iw1
ban2jung2	b 6 n2 dz u: N2
hung1	h u: N1
wa1	w a:1
ha1	h a:1
ha1lok6fung1	h a:1 l O: k6 f u: N1
ha1fat6	h a:1 f 6 t6
ha1yi5ban1	h a:1 j i:5 b 6 n1
ha1ba1	h a:1 b a:1
dei6	d ej6
heung2	h 9: N2
heung2yat1heung2	h 9: N2 j 6 t1 h 9: N2
heung2wo3	h 9: N2 w O:3
heung2dou6	h 9: N2 d ow6
aai1	a:j1
aai1a1	a:j1 a:1
aai1yo1	a:j1 j O:1
aai1yo1yo1	a:j1 j O:1 j O:1
daat6	d a: t6
bat1	b 6 t1
bat1bat1ba1ba1	b 6 t1 b 6 t1 b a:1 b a:1
wa1	w a:1
yo1	j O:1
go1	g O:1
go4go1	g O:4 g O:1
go4go1jai2	g O:4 g O:1 dz 6j2
go1lo1fuk1dak6	g O:1 l O:1 f u: k1 d 6 k6
o1	O:1
le1	l E:1
li1bong1	l i:1 b O: N1
la3	l a:3
huk1	h u: k1
haau1chyun2	h a:w1 ts y: n2
jit3	dz i: t3
bou1	b ow1
bou1leun2	b ow1 l 9: n2
hang1	h 6 N1
ang2	6 N2
so1	s O:1
seun4fan2	s 9: n4 f 6 n2
seun4gou1	s 9: n4 g ow1
aai1	a:j1
aai1a1	a:j1 a:1
aai1seng1taan3hei3	a:j1 s E: N1 t a: n3 h ej3
hei1	h ej1
hei1hei1hei1	h ej1 h ej1 h ej1
tong4wui5	t O: N4 w u:j5
tong4gaai1	t O: N4 g a:j1
tong4luk6	t O: N4 l u: k6
tong4gung1	t O: N4 g u: N1
tong4saan1	t O: N4 s a: n1
tong4saang1	t O: N4 s a: N1
tong4si1	t O: N4 s i:1
tong4mun4	t O: N4 m u: n4
m4	m4
m4wui5m4	m4 w u:j5 m4
m4chi5	m4 ts i:5
m4daan1ji2	m4 d a: n1 dz i:2
m4gau3fan1	m4 g 6w3 f 6 n1
m4hou2yi3si1	m4 h ow2 j i:3 s i:1
m4gwaai3ji1	m4 gw a:j3 dz i:1
m4gwaai3ji1dak1	m4 gw a:j3 dz i:1 d 6 k1
m4gwaai3dak1	m4 gw a:j3 d 6 k1
m4gwaai3dak1ji1	m4 gw a:j3 d 6 k1 dz i:1
m4sei2dak1	m4 s ej2 d 6 k1
m4cheng1m4cho2	m4 ts E: N1 m4 ts O:2
m4lei5dak1	m4 l ej5 d 6 k1
m4ji1	m4 dz i:1
m4ji1m4gok3	m4 dz i:1 m4 g O: k3
m4hai6	m4 h 6j6
m4gin3dak1	m4 g i: n3 d 6 k1
m4gei3dak1	m4 g ej3 d 6 k1
m4sik1	m4 s i: k1
m4goi1	m4 g O:j1
m4tung1	m4 t u: N1
tau2	t 6w2
tau2ha6	t 6w2 h a:6
tau2ha6leung4	t 6w2 h a:6 l 9: N4
tau2m4dou3hei3	t 6w2 m4 d ow3 h ej3
tau2tau2hei3	t 6w2 t 6w2 h ej3
tau2hei3	t 6w2 h ej3
tau2hei3gun2	t 6w2 h ej3 g u: n2
lou4	l ow4
laang1	l a: N1
jik1	dz i: k1
jik1jik1gu1gu1	dz i: k1 dz i: k1 g u:1 g u:1
sau6hau6	s 6w6 h 6w6
sau6uk1chyu2	s 6w6 u: k1 ts y:2
sau6lau2seung1	s 6w6 l 6w2 s 9: N1
sau6lau2bou6	s 6w6 l 6w2 b ow6
wai4yat1	w 6j4 j 6 t1
wai4yau5	w 6j4 j 6w5
wai2duk6	w 6j2 d u: k6
cheung3	ts 9: N3
cheung3kei1	ts 9: N3 k ej1
cheung3ha2	ts 9: N3 h a:2
cheung3ha2kei1	ts 9: N3 h a:2 k ej1
cheung3ha2go1	ts 9: N3 h a:2 g O:1
cheung3gung1	ts 9: N3 g u: N1
cheung3maai4	ts 9: N3 m a:j4
cheung3dak1	ts 9: N3 d 6 k1
cheung3go1	ts 9: N3 g O:1
cheung3mou5	ts 9: N3 m ow5
cheung3si1baan1	ts 9: N3 s i:1 b a: n1
cheung3go3kei1	ts 9: N3 g O:3 k ej1
lim6	l i: m6
hang2	h 6 N2
deuk3	d 9: k3
deuk3deuk3	d 9: k3 d 9: k3
seung1	s 9: N1
seung1yip6	s 9: N1 j i: p6
seung1yip6gaai1	s 9: N1 j i: p6 g a:j1
seung1mou6	s 9: N1 m ow6
seung1mou6ying1yu5	s 9: N1 m ow6 j i: N1 j y:5
seung1mou6che1	s 9: N1 m ow6 ts E:1
seung1ban2	s 9: N1 b 6 n2
seung1ban2fong4	s 9: N1 b 6 n2 f O: N4
seung1cheung4	s 9: N1 ts 9: N4
seung1leung4	s 9: N1 l 9: N4
seung1leung4ha2	s 9: N1 l 9: N4 h a:2
seung1pou3	s 9: N1 p ow3
seung1pou3jai2	s 9: N1 p ow3 dz 6j2
a1	a:1
a1di1	a:1 d i:1
a6ma3	a:6 m a:3
a1haan4jai2	a:1 h a: n4 dz 6j2
a1siu2yi6	a:1 s iw2 j i:6
a1siu2bing1	a:1 s iw2 b i: N1
a1siu2yi4	a:1 s iw2 j i:4
a1siu2ho2	a:1 s iw2 h O:2
a1fu1fong1	a:1 f u:1 f O: N1
a1fu1fung1	a:1 f u:1 f u: N1
choi1	ts O:j1
dip6	d i: p6
daam6	d a: m6
jyut3ha2	dz y: t3 h a:2
fe1sik1	f E:1 s i: k1
be1	b E:1
be1paai4	b E:1 p a:j4
be1jau2	b E:1 dz 6w2
la1	l a:1
jaak3	dz a: k3
gwa3	gw a:3
paak1	p a: k1
je1	dz E:1
je1je1seng1	dz E:1 dz E:1 s E: N1
je1ma3	dz E:1 m a:3
go1	g O:1
lo2	l O:2
lo2lo2lyun1	l O:2 l O:2 l y: n1
lo2lo2lyun4	l O:2 l O:2 l y: n4
aam1	a: m1
aam1sin1	a: m1 s i: n1
ngaam1sin1ji3	N a: m1 s i: n1 dz i:3
aam1m4aam1	a: m1 m4 a: m1
aam1aam1	a: m1 a: m1
aam1aam1sin1	a: m1 a: m1 s i: n1
aam1aam1yap6	a: m1 a: m1 j 6 p6
ngaam1ngaam1a1	N a: m1 N a: m1 a:1
ngaam1ngaam1ji3king1ja3	N a: m1 N a: m1 dz i:3 k i: N1 dz a:3
aam1hou2	a: m1 h ow2
aam1sam1seui2	a: m1 s 6 m1 s 9y2
ngaam1haau2	N a: m1 h a:w2
di1	d i:1
di1di1	d i:1 d i:1
di1di1jai2	d i:1 d i:1 dz 6j2
di1di1ye5	d i:1 d i:1 j E:5
di1do1	d i:1 d O:1
bo1	b O:1
long1hau2	l O: N1 h 6w2
wai2	w 6j2
wai3	w 6j3
wai2laai5	w 6j2 l a:j5
sin6hau6	s i: n6 h 6w6
sin6yin4	s i: n6 j i: n4
sin6doi6	s i: n6 d O:j6
sin6leung4	s i: n6 l 9: N4
sin6cheung4	s i: n6 ts 9: N4
la1	l a:1
la3ba1	l a:3 b a:1
la4la2	l a:4 l a:2
la1la1ka1ka1	l a:1 l a:1 k a:1 k a:1
la4la2seng1	l a:4 l a:2 s E: N1
hau4	h 6w4
hau4lung4	h 6w4 l u: N4
hau4lung4han4	h 6w4 l u: N4 h 6 n4
hau4lung4tung3	h 6w4 l u: N4 t u: N3
hau4gun2	h 6w4 g u: n2
haam3	h a: m3
haam3dou3	h a: m3 d ow3
haam3la1	h a: m3 l a:1
haam3maai4	h a: m3 m a:j4
wa1	w a:1
o1	O:1
wo3	w O:3
o1ho1	O:1 h O:1
chyun2hei3	ts y: n2 h ej3
hei2si6	h ej2 s i:6
hei2kek6	h ej2 k E: k6
hei2hou3	h ej2 h ow3
hei2hing3	h ej2 h i: N3
hei2fun1	h ej2 f u: n1
hei2tong2	h ej2 t O: N2
hei2ying4mun4	h ej2 j i: N4 m u: n4
hei1jau2	h ej1 dz 6w2
hot3	h O: t3
hot3ye5	h O: t3 j E:5
hek3	h E: k3
hek3lik6	h E: k3 l i: k6
hek3maai4	h E: k3 m a:j4
hek3yun4faan6	h E: k3 j y: n4 f a: n6
hek3faan6	h E: k3 f a: n6
ja1	dz a:1
pan3	p 6 n3
pan3tai3	p 6 n3 t 6j3
pan3mak6	p 6 n3 m 6 k6
pan3mak6jap1	p 6 n3 m 6 k6 dz 6 p1
pan3seui2	p 6 n3 s 9y2
hai2	h 6j2
hai2m4hai2	h 6j2 m4 h 6j2
hai2uk1kei2	h 6j2 u: k1 k ej2
hai2bin1dou6	h 6j2 b i: n1 d ow6
gip1	g i: p1
lau4	l 6w4
lau3maai4	l 6w3 m a:j4
aai3	a:j3
aai3gaau1	a:j3 g a:w1
aai3m4aai3	a:j3 m4 a:j3
aai3maai4	a:j3 m a:j4
aai3yun4gaau1	a:j3 j y: n4 g a:w1
aai3go3gaau1	a:j3 g O:3 g a:w1
aai3mun4seng1	a:j3 m u: n4 s E: N1
haai6	h a:j6
pong3	p O: N3
si3hou3	s i:3 h ow3
je1	dz E:1
yung1	j y: N1
yung1yung1	j y: N1 j y: N1
so1so1dei6	s O:1 s O:1 d ej6
hei1	h ej1
saai3	s a:j3
m6	m6
la4	l a:4
la4lei6dou3sei2	l a:4 l ej6 d ow3 s ej2
la4lei6	l a:4 l ej6
la4la4	l a:4 l a:4
la4la4lam4	l a:4 l a:4 l 6 m4
la4la4seng1	l a:4 l a:4 s E: N1
la4la4lam4	l a:4 l a:4 l 6 m4
la4maai4	l a:4 m a:j4
de2	d E:2
aai1	a:j1
mok6	m O: k6
taam1	t a: m1
dik1	d i: k1
dik1dik1seng1	d i: k1 d i: k1 s E: N1
ge3	g E:3
ge2	g E:2
ge2wa2	g E:2 w a:2
chou4	ts ow4
chou4gaau1	ts ow4 g a:w1
chou4dou3	ts ow4 d ow3
chou4m4chou4	ts ow4 m4 ts ow4
chou4hyun1ba1bai3	ts ow4 h y: n1 b a:1 b 6j3
chou4chou4	ts ow4 ts ow4
chou4lai4chou4heui3	ts ow4 l 6j4 ts ow4 h 9y3
chou4jaap6	ts ow4 dz a: p6
chou4sing2	ts ow4 s i: N2
ga1	g a:1
ga1ban1	g a:1 b 6 n1
ga1lin4wa4	g a:1 l i: n4 w a:4
ga1ting4jai2	g a:1 t i: N4 dz 6j2
ga1dak1	g a:1 d 6 k1
ga1yi4	g a:1 j i:4
ga1wai6	g a:1 w 6j6
ga1yan1	g a:1 j 6 n1
ga1yin4	g a:1 j i: n4
ga1ling4	g a:1 l i: N4
ga1wo4	g a:1 w O:4
ga1yin4	g a:1 j i: n4
lau1	l 6w1
heui1	h 9y1
heui1heui1ham6ham6	h 9y1 h 9y1 h 6 m6 h 6 m6
heui1ham6	h 9y1 h 6 m6
ma3	m a:3
ma5lo1	m a:5 l O:1
ma3ma3dei6	m a:3 m a:3 d ej6
ma5dak1lo1	m a:5 d 6 k1 l O:1
la3	l a:3
dou1	d ow1
dou1dou1	d ow1 d ow1
dou1dou1seng1	d ow1 d ow1 s E: N1
saai1	s a:j1
saai1saai3	s a:j1 s a:j3
saai1hei3	s a:j1 h ej3
saai1chin2	s a:j1 ts i: n2
saai1gwai2hei3	s a:j1 gw 6j2 h ej3
saai1gau1hei3	s a:j1 g 6w1 h ej3
paang1	p a: N1
paang1paang1seng1	p a: N1 p a: N1 s E: N1
jaau1	dz a:w1
jeui2	dz 9y2
jeui2seun4	dz 9y2 s 9: n4
jeui2ying4	dz 9y2 j i: N4
jeui2ba1	dz 9y2 b a:1
jeui2tim4	dz 9y2 t i: m4
jeui2gok3	dz 9y2 g O: k3
hei1	h ej1
hei1	h ej1
bo3	b O:3
kap1	k 6 p1
kap1ha2	k 6 p1 h a:2
kap1ye5	k 6 p1 j E:5
heui1	h 9y1
lou1	l ow1
lou1go3	l ow1 g O:3
o1	O:1
hei3	h ej3
hei3gun1	h ej3 g u: n1
hei3haai6	h ej3 h a:j6
ngok3mung6	N O: k3 m u: N6
chou3	ts ow3
chou3yam1	ts ow3 j 6 m1
dong1	d O: N1
saai6	s a:j6
pi1pa1	p i:1 p a:1
mo1	m O:1
lai4	l 6j4
lai4dou3	l 6j4 d ow3
lei4m4chit3	l ej4 m4 ts i: t3
lei4m4lei4	l ej4 m4 l ej4
lai4lai4heui3	l 6j4 l 6j4 h 9y3
lai4lai4heui3heui3	l 6j4 l 6j4 h 9y3 h 9y3
lai4dou6	l 6j4 d ow6
lei4dak1chit3	l ej4 d 6 k1 ts i: t3
lai4dak1chit3	l 6j4 d 6 k1 ts i: t3
lai4jan1	l 6j4 dz 6 n1
lai4tai2	l 6j4 t 6j2
lai4gong2	l 6j4 g O: N2
hiu1jeung1	h iw1 dz 9: N1
jeuk3	dz 9: k3
jeuk3ha2	dz 9: k3 h a:2
gau6	g 6w6
lo1	l O:1
lo1lo1lyun4	l O:1 l O:1 l y: n4
sei3	s ej3
sei3di1	s ej3 d i:1
sei3e1si4	s ej3 E:1 s i:4
sei3maan6	s ej3 m a: n6
sei3m5	s ej3 m5
sei3gin6	s ej3 g i: n6
sei3sap6	s ej3 s 6 p6
sei3a6chat1	s ej3 a:6 ts 6 t1
sei3a6saam1	s ej3 a:6 s a: m1
sei3a6gau2	s ej3 a:6 g 6w2
sei3a6yi6	s ej3 a:6 j i:6
sei3a6m5	s ej3 a:6 m5
sei3a6baat3	s ej3 a:6 b a: t3
sei3a6luk6	s ej3 a:6 l u: k6
sei3a6gei2	s ej3 a:6 g ej2
sei3a6sei3	s ej3 a:6 s ej3
sei3sap6yat6	s ej3 s 6 p6 j 6 t6
sei3chin1	s ej3 ts i: n1
sei3hou6	s ej3 h ow6
sei3jau1	s ej3 dz 6w1
sei3jau1wai4	s ej3 dz 6w1 w 6j4
sei3go1	s ej3 g O:1
sei3wai4	s ej3 w 6j4
sei3chyu3	s ej3 ts y:3
sei3laai5	s ej3 l a:j5
sei3je2	s ej3 dz E:2
sei3gu1	s ej3 g u:1
sei3yi4	s ej3 j i:4
sei3sou2	s ej3 s ow2
sei3gwai3	s ej3 gw 6j3
sei3gwai3yu4cheun1	s ej3 gw 6j3 j y:4 ts 9: n1
sei3chyun1	s ej3 ts y: n1
sei3chyun1sing4	s ej3 ts y: n1 s i: N4
sei3lin4kap1	s ej3 l i: n4 k 6 p1
sei3dai6	s ej3 d 6j6
sei3keung5	s ej3 k 9: N5
sei3sing4	s ej3 s i: N4
sei3fong1min6	s ej3 f O: N1 m i: n6
sei3yat6	s ej3 j 6 t6
sei3gau6seui2	s ej3 g 6w6 s 9y2
sei3yut6	s ej3 j y: t6
sei3yut6fan6	s ej3 j y: t6 f 6 n6
sei3lau5	s ej3 l 6w5
sei3waang4lou6	s ej3 w a: N4 l ow6
sei3jau1	s ej3 dz 6w1
sei3hoi2yat1ga1	s ej3 h O:j2 j 6 t1 g a:1
sei3baak3	s ej3 b a: k3
sei3aan5	s ej3 a: n5
sei3ngaan5jai2	s ej3 N a: n5 dz 6j2
sei3kap1	s ej3 k 6 p1
sei3wai4	s ej3 w 6j4
sei3man1	s ej3 m 6 n1
sei3a3go1	s ej3 a:3 g O:1
sei3faan6	s ej3 f a: n6
wui4	w u:j4
wui4yat1wui4lung4	w u:j4 j 6 t1 w u:j4 l u: N4
