<hes>	a:6
wai6	w 6j6
wai6fung6ching1	w 6j6 f u:6 N ts i:1 N
wai6sing1	w 6j6 s i:1 N
wai6sang1	w 6j6 s 61 N
wai6sang1gan1	w 6j6 s 61 N g 61 n
wai6sang1bou6	w 6j6 s 61 N b ow6
wai6sang1gaan1	w 6j6 s 61 N g a:1 n
wai6sang1yun4	w 6j6 s 61 N j y:4 n
wai6yi1	w 6j6 j i:1
wai6si6	w 6j6 s i:6
yan3	j 63 n
yan3dou3	j 63 n d ow3
yan3chaat3	j 63 n ts a:3 t
yan3dou6	j 63 n d ow6
yan3ji2gei1	j 63 n dz i:2 g ej1
yan3jing3	j 63 n dz i:3 N
yan3jeung6	j 63 n dz 9:6 N
ai4	6j4
ngai4gei1	N 6j4 g ej1
ngai4him2	N 6j4 h i:2 m
jik1	dz i:1 k
jik1sai2	dz i:1 k s 6j2
jik1hak1	dz i:1 k h 61 k
jik1ho2	dz i:1 k h O:2
jik1cheung4	dz i:1 k ts 9:4 N
jik1yat6	dz i:1 k j 66 t
jik1si4	dz i:1 k s i:4
jik1si6	dz i:1 k s i:6
jik1gun2	dz i:1 k g u:2 n
jik1hai6	dz i:1 k h 6j6
jik1hai6nei5yi3si1wa6	dz i:1 k h 6j6 n ej5 j i:3 s i:1 w a:6
jik1hai6mai6	dz i:1 k h 6j6 m 6j6
jik1hai6ngo5dei6	dz i:1 k h 6j6 N O:5 d ej6
jik1hai6wa6	dz i:1 k h 6j6 w a:6
jik1hai6wa6si6jaai1	dz i:1 k h 6j6 w a:6 s i:6 dz a:j1
jik1hai6wa6jaai1	dz i:1 k h 6j6 w a:6 dz a:j1
jik1wa6	dz i:1 k w a:6
leun2	l 9:2 n
gyun2	g y:2 n
gyun2faat3	g y:2 n f a:3 t
hing1	h i:1 N
hing1je2	h i:1 N dz E:2
chong2	ts O:2 N
chong2keui1	ts O:2 N k 9y1
chong2seung1	ts O:2 N s 9:1 N
chong2ga1	ts O:2 N g a:1
chong2fong4	ts O:2 N f O:4 N
chong2jeung2	ts O:2 N dz 9:2 N
aak1	a:1 k
teng1	t E:1 N
lik6si2	l i:6 k s i:2
lik6lin6	l i:6 k l i:6 n
lai6hoi6	l 6j6 h O:j6
aat3	a:3 t
aat3dou3	a:3 t d ow3
aat3lik6	a:3 t l i:6 k
ngaat3yik1	N a:3 t j i:1 k
aat3bik1gam2	a:3 t b i:1 k g 62 m
yim3	j i:3 m
yim3gyun6	j i:3 m g y:6 n
yim3m4yim3	j i:3 m m4 j i:3 m
chi3so2	ts i:3 s O:2
chi3so2chaan1teng1	ts i:3 s O:2 ts a:1 n t E:1 N
lei4	l ej4
lei4mai5	l ej4 m 6j5
hau5	h 6w5
hau5jing3	h 6w5 dz i:3 N
hau5san1	h 6w5 s 61 n
yun4	j y:4 n
yun4gin6	j y:4 n g i:6 n
yun4ga3	j y:4 n g a:3
yun4jok3	j y:4 n dz O:3 k
yun4loi4	j y:4 n l O:j4
yun4sin1	j y:4 n s i:1 n
yun4lai4	j y:4 n l 6j4
yun4yan1	j y:4 n j 61 n
yun4chi2	j y:4 n ts i:2
yun4ji2gu2	j y:4 n dz i:2 g u:2
yun4bun2	j y:4 n b u:2 n
yun4loi4	j y:4 n l O:j4
yun4jap1yun4mei2	j y:4 n dz 61 p j y:4 n m ej2
yun4lei5	j y:4 n l ej5
yun4jong1	j y:4 n dz O:1 N
yun4tai4	j y:4 n t 6j4
ha6daai6	h a:6 d a:j6
ha6mun4	h a:6 m u:4 n
chyu4si1	ts y:4 s i:1
chyu4fong2	ts y:4 f O:2 N
chyu4fong2jai2	ts y:4 f O:2 N dz 6j2
cheui4gai2	ts 9y4 g 6j2
heui3	h 9y3
heui3yat1ha5	h 9y3 j 61 t h a:5
heui3yat1heui3	h 9y3 j 61 t h 9y3
heui3ha5	h 9y3 h a:5
heui3bat1heui3	h 9y3 b 61 t h 9y3
heui3dou3	h 9y3 d ow3
heui3m4dou3	h 9y3 m4 d ow3
heui3m4heui3	h 9y3 m4 h 9y3
heui3m4heui3dou3	h 9y3 m4 h 9y3 d ow3
heui3m4heui3dak1	h 9y3 m4 h 9y3 d 61 k
heui3m4heui3dak1dou3	h 9y3 m4 h 9y3 d 61 k d ow3
heui3m4sing4	h 9y3 m4 s i:4 N
heui3m4go3	h 9y3 m4 g O:3
heui3maai4	h 9y3 m a:j4
heui3yun4dung1saan1	h 9y3 j y:4 n d u:1 N s a:1 n
heui3jo2mei6	h 9y3 dz O:2 m ej6
heui3lin2	h 9y3 l i:2 n
heui3hoi1	h 9y3 h O:j1
heui3dak1	h 9y3 d 61 k
heui3dak1dou3	h 9y3 d 61 k d ow3
heui3dak1siu2	h 9y3 d 61 k s iw2
heui3dak1bin1	h 9y3 d 61 k b i:1 n
heui3gan2gaai1	h 9y3 g 62 n g a:j1
heui3sei2	h 9y3 s ej2
heui3sap1jiu1jai6	h 9y3 s 61 p dz iw1 dz 6j6
heui3yu2	h 9y3 j y:2
heui3gaai1	h 9y3 g a:j1
heui3ying6	h 9y3 j i:6 N
heui3go3	h 9y3 g O:3
heui3faan1	h 9y3 f a:1 n
heui3faan1heui3	h 9y3 f a:1 n h 9y3
heui3gwai2dou3	h 9y3 gw 6j2 d ow3
yun2	j y:2 n
yun2sing4	j y:2 n s i:4 N
chaam1	ts a:1 m
chaam1yu5	ts a:1 m j y:5
chaam1yu5maai4	ts a:1 m j y:5 m a:j4
chaam1ga1	ts a:1 m g a:1
chaam1jin2	ts a:1 m dz i:2 n
chaam1sou3	ts a:1 m s ow3
chaam1jiu3ha2	ts a:1 m dz iw3 h a:2
chaam1fan2	ts a:1 m f 62 n
chaam1gun1	ts a:1 m g u:1 n
chaam1gun1ha2	ts a:1 m g u:1 n h a:2
yau6	j 6w6
yau6pin4yau6jing3	j 6w6 p i:4 n j 6w6 dz i:3 N
yau6wa1	j 6w6 w a:1
yau6m4yau6	j 6w6 m4 j 6w6
yau6yau5	j 6w6 j 6w5
yau6sau3yau6haak1	j 6w6 s 6w3 j 6w6 h a:1 k
yau6hai6	j 6w6 h 6j6
yau6wa6	j 6w6 w a:6
yau6haak1yau6sau3	j 6w6 h a:1 k j 6w6 s 6w3
cha1	ts a:1
cha1cha1	ts a:1 ts a:1
cha1siu1	ts a:1 s iw1
cha1siu1jeung3	ts a:1 s iw1 dz 9:3 N
cha1siu1faan6	ts a:1 s iw1 f a:6 n
kap6	k 66 p
kap6si4	k 66 p s i:4
kap6hai6	k 66 p h 6j6
yau5	j 6w5
yau5jai2	j 6w5 dz 6j2
yau5faat3	j 6w5 f a:3 t
yau5ching4	j 6w5 ts i:4 N
yau5yi4seung1cheung4	j 6w5 j i:4 s 9:1 N ts 9:4 N
yau5yi4seung1dim3	j 6w5 j i:4 s 9:1 N d i:3 m
yau5yi4choi3	j 6w5 j i:4 ts O:j3
seung1	s 9:1 N
seung1yan4	s 9:1 N j 64 n
seung1yau1	s 9:1 N j 6w1
seung1pui5	s 9:1 N p u:j5
seung1ka1	s 9:1 N k a:1
seung1heung3	s 9:1 N h 9:3 N
seung1chang4	s 9:1 N ts 64 N
seung1doi6	s 9:1 N d O:j6
seung1wai6	s 9:1 N w 6j6
seung1sou3	s 9:1 N s ow3
seung1fong1	s 9:1 N f O:1 N
seung1hat6	s 9:1 N h 66 t
seung1kei4	s 9:1 N k ej4
seung1kei4gon1kwan2	s 9:1 N k ej4 g O:1 n kw 62 n
seung1faai3	s 9:1 N f a:j3
seung1fei1	s 9:1 N f ej1
seung1fei1tyun4	s 9:1 N f ej1 t y:4 n
seung1wong4	s 9:1 N w O:4 N
faan2	f a:2 n
faan2chyun3	f a:2 n ts y:3 n
faan2wai4	f a:2 n w 6j4
faan2ji1	f a:2 n dz i:1
faan2bun6	f a:2 n b u:6 n
faan2fuk1	f a:2 n f u:1 k
faan2deui3	f a:2 n d 9y3
faan2ying3	f a:2 n j i:3 N
faan2daan6	f a:2 n d a:6 n
faan2kong3	f a:2 n k O:3 N
faan2ying2	f a:2 n j i:2 N
faan2jing3	f a:2 n dz i:3 N
faan2yi4	f a:2 n j i:4
faat3	f a:3 t
faat3seung6	f a:3 t s 9:6 N
faat3ha5siu1	f a:3 t h a:5 s iw1
faat3jai2	f a:3 t dz 6j2
faat3seun3sik1	f a:3 t s 9:3 n s i:1 k
faat3gong1	f a:3 t g O:1 N
faat3cheut1	f a:3 t ts 9:1 t
faat3dou3	f a:3 t d ow3
faat3lik6	f a:3 t l i:6 k
faat3dung6gei1	f a:3 t d u:6 N g ej1
faat3suk1	f a:3 t s u:1 k
faat3hau2	f a:3 t h 6w2
faat3au6dou6	f a:3 t 6w6 d ow6
faat3ap1fung1	f a:3 t 6 p1 f u:1 N
faat3ying4	f a:3 t j i:4 N
faat3maai4	f a:3 t m a:j4
faat3gaap3	f a:3 t g a:3 p
faat3nau1	f a:3 t n 6w1
faat3se6	f a:3 t s E:6
faat3se6hei3	f a:3 t s E:6 h ej3
faat3mei5	f a:3 t m ej5
faat3jin2	f a:3 t dz i:2 n
faat3jin2wui2	f a:3 t dz i:2 n w u:j2
faat3jin2hong2	f a:3 t dz i:2 n h O:2 N
faat3gung1ji1	f a:3 t g u:1 N dz i:1
faat3jo2chin2	f a:3 t dz O:2 ts i:2 n
faat3long4	f a:3 t l O:4 N
faat3man5jang1	f a:3 t m 65 n dz 61 N
faat3fai1	f a:3 t f 6j1
faat3fai1ha2	f a:3 t f 6j1 h a:2
faat3fai1dak1	f a:3 t f 6j1 d 61 k
faat3gan2mung6	f a:3 t g 62 n m u:6 N
faat3ming4	f a:3 t m i:4 N
faat3mung6	f a:3 t m u:6 N
faat3mou4	f a:3 t m ow4
faat3sit3	f a:3 t s i:3 t
faat3yun4dei6	f a:3 t j y:4 n d ej6
faat3yim4	f a:3 t j i:4 m
faat3laan6ja2	f a:3 t l a:6 n dz a:2
faat3siu1	f a:3 t s iw1
faat3yit6	f a:3 t j i:6 t
faat3ye4	f a:3 t j E:4
faat3kong4	f a:3 t k O:4 N
faat3yin6	f a:3 t j i:6 n
faat3yin6mei6	f a:3 t j i:6 n m ej6
faat3kau4	f a:3 t k 6w4
faat3sang1	f a:3 t s 61 N
faat3sang1gwo3	f a:3 t s 61 N gw O:3
faat3wan1	f a:3 t w 61 n
faat3din1	f a:3 t d i:1 n
faat3dyun2seun3	f a:3 t d y:2 n s 9:3 n
faat3san4ging1	f a:3 t s 64 n g i:1 N
faat3piu3	f a:3 t p iw3
faat3gou1	f a:3 t g ow1
faat3yuk6	f a:3 t j y:6 k
faat3pei4hei3	f a:3 t p ej4 h ej3
faat3hang4	f a:3 t h 64 N
faat3biu2	f a:3 t b iw2
faat3gok3	f a:3 t g O:3 k
faat3yin4	f a:3 t j i:4 n
faat3gei3	f a:3 t g ej3
faat3choi4	f a:3 t ts O:j4
faat3fo3	f a:3 t f O:3
faat3jat1	f a:3 t dz 61 t
faat3hei2	f a:3 t h ej2
faat3daat6	f a:3 t d a:6 t
faat3jam1	f a:3 t dz 61 m
faat3chin2	f a:3 t ts i:2 n
faat3mou1	f a:3 t m ow1
faat3mui4	f a:3 t m u:j4
faat3yam1	f a:3 t j 61 m
faat3din1	f a:3 t d i:1 n
faat3gou1siu1	f a:3 t g ow1 s iw1
suk1	s u:1 k
suk1jai2	s u:1 k dz 6j2
suk1baak3hing1dai6	s u:1 k b a:3 k h i:1 N d 6j6
suk1gung1	s u:1 k g u:1 N
suk1suk1	s u:1 k s u:1 k
cheui2siu1	ts 9y2 s iw1
sau6	s 6w6
sau6seung1	s 6w6 s 9:1 N
sau6dou3	s 6w6 d ow3
sau6m4jyu6	s 6w6 m4 dz y:6
sau6m4dou3	s 6w6 m4 d ow3
sau6dak1liu5	s 6w6 d 61 k l iw5
sau6fui2	s 6w6 f u:j2
bin3	b i:3 n
bin3jou6	b i:3 n dz ow6
bin3dou3	b i:3 n d ow3
bin3dung6	b i:3 n d u:6 N
bin3fa3	b i:3 n f a:3
bin3waan6	b i:3 n w a:6 n
bin3ying4gam1gong1	b i:3 n j i:4 N g 61 m g O:1 N
bin3ying4gam1gong1saam1	b i:3 n j i:4 N g 61 m g O:1 N s a:1 m
bin3dak1	b i:3 n d 61 k
bin3taai3	b i:3 n t a:j3
bin3sing3	b i:3 n s i:3 N
bin3sing4	b i:3 n s i:4 N
bin3gang1ha2	b i:3 n g 61 N h a:2
bin3loi4bin3heui3	b i:3 n l O:j4 b i:3 n h 9y3
bin3sik1	b i:3 n s i:1 k
bin3faan1	b i:3 n f a:1 n
bun6yik6	b u:6 n j i:6 k
daap6	d a:6 p
daap6jyu6	d a:6 p dz y:6
hau2	h 6w2
hau2bat1deui3sam1	h 6w2 b 61 t d 9y3 s 61 m
hau2hou6	h 6w2 h ow6
hau2mei6	h 6w2 m ej6
hau2seun4	h 6w2 s 9:4 n
hau2seun4baak6	h 6w2 s 9:4 n b a:6 k
hau2jeui2	h 6w2 dz 9y2
hau2tau4seung6	h 6w2 t 6w4 s 9:6 N
hau2on6	h 6w2 O: n6
hau2gam2	h 6w2 g 62 m
hau2maak3maak3	h 6w2 m a:3 k m a:3 k
hau2fuk6yik6	h 6w2 f u:6 k j i:6 k
hau2seui2	h 6w2 s 9y2
hau2daam6daam6	h 6w2 d a:6 m d a:6 m
hau2fuk1	h 6w2 f u:1 k
hau2jaau3	h 6w2 dz a:w3
hau2yik6	h 6w2 j i:6 k
hau2yu5	h 6w2 j y:5
hau2yam1	h 6w2 j 61 m
hau2chi2	h 6w2 ts i:2
gu2	g u:2
gu2jai2	g u:2 dz 6j2
gu2doi6	g u:2 d O:j6
gu2gin6hung4	g u:2 g i:6 n h u:4 N
gu2din2	g u:2 d i:2 n
gu2sing4	g u:2 s i:4 N
gu2jau1	g u:2 dz 6w1
gu2gwaai3	g u:2 gw a:j3
gu2lou5	g u:2 l ow5
gu2sik1gu2heung1	g u:2 s i:1 k g u:2 h 9:1 N
gu2dung2	g u:2 d u:2 N
gu2jong1	g u:2 dz O:1 N
gu2si1	g u:2 s i:1
gu2jik1	g u:2 dz i:1 k
gu2jan3	g u:2 dz 63 n
geui3	g 9y3
geui3ji2	g 9y3 dz i:2
geui3wa6	g 9y3 w a:6
ling6	l i:6 N
ling6oi6	l i:6 N O:j6
ling6leui6	l i:6 N l 9y6
kau3je6	k 6w3 dz E:6
ji2	dz i:2
ji2bat1go3	dz i:2 b 61 t g O:3
ji2wui5	dz i:2 w u:j5
ji2dak1	dz i:2 d 61 k
ji2yau5	dz i:2 j 6w5
jek3ngaan5	dz E:3 k N a:5 n
ji2gun2	dz i:2 g u:2 n
ji2hai6	dz i:2 h 6j6
ji2lang4	dz i:2 l 64 N
ji2nang4kau3	dz i:2 n 64 N k 6w3
ji2yiu3	dz i:2 j iw3
giu3	g iw3
giu3ha2	g iw3 h a:2
giu3jok3	g iw3 dz O:3 k
giu3jou6	g iw3 dz ow6
giu3dou3	g iw3 d ow3
giu3m4giu3	g iw3 m4 g iw3
giu3maai4	g iw3 m a:j4
giu3hei2sau2	g iw3 h ej2 s 6w2
jiu6	dz iw6
jiu6jaap6	dz iw6 dz a:6 p
ba1	b a:1
ding1	d i:1 N
ding1yat1ding1	d i:1 N j 61 t d i:1 N
ding1ding1	d i:1 N d i:1 N
ding1ding1daat6daat6	d i:1 N d i:1 N d a:6 t d a:6 t
ding1ding1che1	d i:1 N d i:1 N ts E:1
ho2	h O:2
ho2lok6	h O:2 l O:6 k
ho2lok6gun3	h O:2 l O:6 k g u:3 n
ho2lok6gai1yik6	h O:2 l O:6 k g 6j1 j i:6 k
ho2yi5	h O:2 j i:5
ho2m4ho2	h O:2 m4 h O:2
ho2m4ho2yi5	h O:2 m4 h O:2 j i:5
ho2pa3	h O:2 p a:3
ho2lin4	h O:2 l i:4 n
ho2sik1	h O:2 s i:1 k
ho2yau5ho2mou4	h O:2 j 6w5 h O:2 m ow4
ho2oi3	h O:2 O:j3
ho2lang4	h O:2 l 64 N
ho2lang4sing3	h O:2 l 64 N s i:3 N
toi4	t O:j4
toi4saan1	t O:j4 s a:1 n
toi4hing3	t O:j4 h i:3 N
toi4sik1	t O:j4 s i:1 k
toi4sik1gei1	t O:j4 s i:1 k g ej1
toi4waan1	t O:j4 w a:1 n
toi4waan1paai4	t O:j4 w a:1 n p a:j4
toi4kau4	t O:j4 k 6w4
toi4min2	t O:j4 m i:2 n
toi4fung1	t O:j4 f u:1 N
si2go1	s i:2 g O:1
si2taap3din1	s i:2 t a:3 p d i:1 n
si2mat6si1	s i:2 m 66 t s i:1
si2dak1lou6	s i:2 d 61 k l ow6
si2mo1ning4	s i:2 m O:1 n i:4 N
yau6	j 6w6
yau6sau2bin1	j 6w6 s 6w2 b i:1 n
yau6aan5	j 6w6 a:5 n
yau6geuk3	j 6w6 g 9:3 k
yau6bin1	j 6w6 b i:1 n
yip6	j i:6 p
yip6lai6jing1	j i:6 p l 6j6 dz i:1 N
yip6lai6jan1	j i:6 p l 6j6 dz 61 n
yip6jung2	j i:6 p dz u:2 N
yip6jung2wing5	j i:6 p dz u:2 N w i:5 N
yip6hiu2ming4	j i:6 p h iw2 m i:4 N
yip6lei5sing4	j i:6 p l ej5 s i:4 N
yip6lei5seun6	j i:6 p l ej5 s 9:6 n
yip6sek6saang1	j i:6 p s E:6 k s a:1 N
hou2	h ow2
hou6ma5	h ow6 m a:5
hou6ma5ka1	h ow6 m a:5 k a:1
si1	s i:1
si1hing3	s i:1 h i:3 N
si1gei1	s i:1 g ej1
taan3	t a:3 n
taan3ha5	t a:3 n h a:5
taan3taan3	t a:3 n t a:3 n
lek1	l E:1 k
lek6jai2	l E:6 k dz 6j2
lek1m4lek1	l E:1 k m4 l E:1 k
lek1m4lek6jai2	l E:1 k m4 l E:6 k dz 6j2
lek6leui5	l E:6 k l 9y5
lek1ma5	l E:1 k m a:5
diu1	d iw1
gei1	g ej1
gei1gu1lou2	g ej1 g u:1 l ow2
hek3	h E:3 k
hek3ha2	h E:3 k h a:2
hek3dou3	h E:3 k d ow3
hek3jing6	h E:3 k dz i:6 N
hek3lik6	h E:3 k l i:6 k
hek3maai4	h E:3 k m a:j4
hek3ging1	h E:3 k g i:1 N
hek3faan6	h E:3 k f a:6 n
hek3baau2	h E:3 k b a:w2
gok3	g O:3 k
hap6	h 66 p
hap6yat1	h 66 p j 61 t
hap6jok3	h 66 p dz O:3 k
hap6tung4	h 66 p t u:4 N
hap6tung4gung1	h 66 p t u:4 N g u:1 N
hap6m4hap6gaak3	h 66 p m4 h 66 p g a:3 k
hap6maai4	h 66 p m a:j4
hap6haak3hang4	h 66 p h a:3 k h 64 N
hap6bing3	h 66 p b i:3 N
hap6bing3maai4	h 66 p b i:3 N m a:j4
hap6ying2	h 66 p j i:2 N
hap6ji2yat1syun3	h 66 p dz i:2 j 61 t s y:3 n
hap6gaak3	h 66 p g a:3 k
hap6jiu3	h 66 p dz iw3
hap6yeuk3	h 66 p j 9:3 k
hap6ji1chong2	h 66 p dz i:1 ts O:2 N
hap6faan2maai4	h 66 p f a:2 n m a:j4
hap6sik1	h 66 p s i:1 k
hap6gam1	h 66 p g 61 m
gat1	g 61 t
gat1ji1dou2	g 61 t dz i:1 d ow2
gat1si6	g 61 t s i:6
gat1yut6waan1	g 61 t j y:6 t w a:1 n
gat1lam4	g 61 t l 64 m
gat1lam4fa3chim1	g 61 t l 64 m f a:3 ts i:1 m
gat1lam4faai3tin1	g 61 t l 64 m f a:j3 t i:1 n
gat1lam4fa1ji1gaau1	g 61 t l 64 m f a:1 dz i:1 g a:w1
gat1cheung4ka1	g 61 t ts 9:4 N k a:1
gat1lung4bo1	g 61 t l u:4 N b O:1
diu3	d iw3
diu3ha2jam1	d iw3 h a:2 dz 61 m
diu3jyu6geng2	d iw3 dz y:6 g E:2 N
diu3dou3	d iw3 d ow3
diu3mei2	d iw3 m ej2
diu3ying2	d iw3 j i:2 N
diu3jam1	d iw3 dz 61 m
chyun3	ts y:3 n
tung4	t u:4 N
tung4yat1	t u:4 N j 61 t
tung4yat1gaan1	t u:4 N j 61 t g a:1 n
tung4yip6	t u:4 N j i:6 p
tung4heung1	t u:4 N h 9:1 N
tung4maai5	t u:4 N m a:j5
tung4si6	t u:4 N s i:6
tung4chan1	t u:4 N ts 61 n
tung4yan4	t u:4 N j 64 n
tung4yan4tong4	t u:4 N j 64 n t O:4 N
tung4bun6jai3	t u:4 N b u:6 n dz 6j3
tung4go1	t u:4 N g O:1
tung4m4tung4	t u:4 N m4 t u:4 N
tung4m4tung4maai4	t u:4 N m4 t u:4 N m a:j4
tung4m4tung4yi3	t u:4 N m4 t u:4 N j i:3
tung4maai4	t u:4 N m a:j4
tung4sing3	t u:4 N s i:3 N
tung4sing3mong5	t u:4 N s i:3 N m O:5 N
tung4tong4	t u:4 N t O:4 N
tung4sing3	t u:4 N s i:3 N
tung4hok6	t u:4 N h O:6 k
tung4hok6jai2	t u:4 N h O:6 k dz 6j2
tung4dak1wai4	t u:4 N d 61 k w 6j4
tung4sam1lou6	t u:4 N s 61 m l ow6
tung4sing3	t u:4 N s i:3 N
tung4ching4sam1	t u:4 N ts i:4 N s 61 m
tung4yi3	t u:4 N j i:3
tung4gam2	t u:4 N g 62 m
tung4si4	t u:4 N s i:4
tung4kei4	t u:4 N k ej4
tung4yeung6	t u:4 N j 9:6 N
tung4jeuk3	t u:4 N dz 9:3 k
tung4bou6	t u:4 N b ow6
tung4hang4	t u:4 N h 64 N
tung4keui5	t u:4 N k 9y5
tung4lou6	t u:4 N l ow6
meng2	m E:2 N
ming4yi6	m i:4 N j i:6
ming4daan1	m i:4 N d a:1 n
meng2tong4	m E:2 N t O:4 N
ming4ji6	m i:4 N dz i:6
meng2haau6	m E:2 N h a:w6
ming4hei3	m i:4 N h ej3
ming4pin2	m i:4 N p i:2 n
ming4paai4	m i:4 N p a:j4
ming4hyun2	m i:4 N h y:2 n
ming4ching1	m i:4 N ts i:1 N
ming4sing3	m i:4 N s i:3 N
ming4aak6	m i:4 N a:6 k
hau6	h 6w6
hau6doi6	h 6w6 d O:j6
hau6dou3	h 6w6 d ow3
hau6wai6	h 6w6 w 6j6
hau6lai4	h 6w6 l 6j4
hau6cheung4	h 6w6 ts 9:4 N
hau6bei6luk1	h 6w6 b ej6 l u:1 k
hau6tau4	h 6w6 t 6w4
hau6mei6	h 6w6 m ej6
hau6hong2	h 6w6 h O:2 N
hau6nin2	h 6w6 n i:2 n
hau6fui3	h 6w6 f u:j3
hau6waan6	h 6w6 w a:6 n
hau6yat6	h 6w6 j 66 t
hau6maan5	h 6w6 m a:5 n
hau6kei4	h 6w6 k ej4
hau6loi4	h 6w6 l O:j4
hau6go2	h 6w6 g O:2
hau6hoi2	h 6w6 h O:j2
hau6sang1	h 6w6 s 61 N
hau6saang1jai2	h 6w6 s a:1 N dz 6j2
hau6sang1leui5	h 6w6 s 61 N l 9y5
hau6kap1	h 6w6 k 61 p
hau6bui6	h 6w6 b u:j6
hau6yiu1	h 6w6 j iw1
hau6teui2	h 6w6 t 9y2
hau6gaai1	h 6w6 g a:j1
hau6lou6	h 6w6 l ow6
hau6bin1	h 6w6 b i:1 n
hau6mun4	h 6w6 m u:4 n
hau6fong4	h 6w6 f O:4 N
hau6yun4	h 6w6 j y:4 n
hau6min6	h 6w6 m i:6 n
heung3	h 9:3 N
heung3seung6	h 9:3 N s 9:6 N
heung3ha6	h 9:3 N h a:6
heung3jyu6	h 9:3 N dz y:6
heung3wong5	h 9:3 N w O:5 N
ha6	h a:6
haak3chan1	h a:3 k ts 61 n
haak3yan4	h a:3 k j 64 n
ha6dak1	h a:6 d 61 k
haak3sei2	h a:3 k s ej2
leui5jai2	l 9y5 dz 6j2
leui5dung6ban1	l 9y5 d u:6 N b 61 n
leui5yim6	l 9y5 j i:6 m
ma3	m a:3
gwan1	gw 61 n
gwan1gwan1	gw 61 n gw 61 n
gwan1leui5	gw 61 n l 9y5
gwan1je2	gw 61 n dz E:2
tan1	t 61 n
tan1ye5	t 61 n j E:5
yam4yam4cham4cham4	j 64 m j 64 m ts 64 m ts 64 m
yam4cham4	j 64 m ts 64 m
fai6	f 6j6
ba1	b a:1
deun1	d 9:1 n
ham4	h 64 m
ham4go1	h 64 m g O:1
ham4leung6	h 64 m l 9:6 N
teng1	t E:1 N
teng1yat1teng1	t E:1 N j 61 t t E:1 N
teng1ha5	t E:1 N h a:5
teng1ha5go1	t E:1 N h a:5 g O:1
teng1ha5ye5	t E:1 N h a:5 j E:5
teng1yan4	t E:1 N j 64 n
teng1lei5gam2gong2	t E:1 N l ej5 g 62 m g O:2 N
teng1kei4ji6yin4	t E:1 N k ej4 dz i:6 j i:4 n
teng1se2	t E:1 N s E:2
teng1dou2	t E:1 N d ow2
teng3dou3mei6	t E:3 N d ow3 m ej6
teng1lik6	t E:1 N l i:6 k
teng1m4	t E:1 N m4
teng1m4cheut1	t E:1 N m4 ts 9:1 t
teng1m4dou3	t E:1 N m4 d ow3
teng1m4teng1	t E:1 N m4 t E:1 N
teng1m4ting3dou3	t E:1 N m4 t i:3 N d ow3
teng1m4teng1dak1	t E:1 N m4 t E:1 N d 61 k
teng1m4teng1dak1dou3	t E:1 N m4 t E:1 N d 61 k d ow3
teng1m4teng1dak1ming4	t E:1 N m4 t E:1 N d 61 k m i:4 N
teng1m4teng1dak1ching1	t E:1 N m4 t E:1 N d 61 k ts i:1 N
teng1m4ting3gin3	t E:1 N m4 t i:3 N g i:3 n
teng1m4teng1wa2	t E:1 N m4 t E:1 N w a:2
teng1m4ming4	t E:1 N m4 m i:4 N
teng1m4cheng1	t E:1 N m4 ts E:1 N
teng1m4ching1cho2	t E:1 N m4 ts i:1 N ts O:2
teng1m4ching1jai6	t E:1 N m4 ts i:1 N dz 6j6
teng1m4gin3	t E:1 N m4 g i:3 n
teng1di3	t E:1 N d i:3
teng1tin1yau4ming6	t E:1 N t i:1 n j 6w4 m i:6 N
teng1lin2	t E:1 N l i:2 n
teng1dak1	t E:1 N d 61 k
teng1dak1cheut1	t E:1 N d 61 k ts 9:1 t
teng1dak1dou3	t E:1 N d 61 k d ow3
teng1dak1ting1dou2	t E:1 N d 61 k t i:1 N d ow2
teng1dak1dung2	t E:1 N d 61 k d u:2 N
teng1dak1ming4	t E:1 N d 61 k m i:4 N
teng1dak1ching1	t E:1 N d 61 k ts i:1 N
teng1dak1ching1cho2	t E:1 N d 61 k ts i:1 N ts O:2
teng1dak1gin3	t E:1 N d 61 k g i:3 n
teng1o5gong2	t E:1 N O:5 g O:2 N
ting1yat6	t i:1 N j 66 t
teng1jou2	t E:1 N dz ow2
ting1maan5	t i:1 N m a:5 n
ting1maan5hak1	t i:1 N m a:5 n h 61 k
ting1jiu1	t i:1 N dz iw1
ting1jiu1jou2	t i:1 N dz iw1 dz ow2
teng1mei6ting3dou3	t E:1 N m ej6 t i:3 N d ow3
teng1go1	t E:1 N g O:1
teng1tung2	t E:1 N t u:2 N
ting3gin3	t i:3 N g i:3 n
teng1gong2	t E:1 N g O:2 N
teng1gong2wa2	t E:1 N g O:2 N w a:2
teng1wa6	t E:1 N w a:6
teng1cho3	t E:1 N ts O:3
teng1man4	t E:1 N m 64 n
hong4	h O:4 N
syun5syun5	s y:5 n s y:5 n
kai2dung6	k 6j2 d u:6 N
m4	m4
m4chyun1	m4 ts y:1 n
m4	m4
m4ging1	m4 g i:1 N
m4kei4lung4	m4 k ej4 l u:4 N
m4jau1	m4 dz 6w1
m4cheun1lou6	m4 ts 9:1 n l ow6
m4chyun1	m4 ts y:1 n
m4hou6ming4	m4 h ow6 m i:4 N
m4ching1	m4 ts i:1 N
m4san4gwan1	m4 s 64 n gw 61 n
m4seun6gwan1	m4 s 9:6 n gw 61 n
chaau2	ts a:w2
